Tournament Id,Stage Name,Group Name,Group Stage,Knockout Stage,Match Date,Home Team Name,Away Team Name,Home Team Score,Away Team Score,Home Team Score Margin,Away Team Score Margin,Extra Time,Penalty Shootout,Score Penalties,Home Team Score Penalties,Away Team Score Penalties,Result,Home Team Win,Away Team Win,Draw,year,home_elo,home_rank,home_conf,home_is_host,home_elo_max,home_elo_avg,home_elo_min,home_wins,home_losses,home_draws,home_goals_for,home_goals_against,home_matches_total,away_elo,away_rank,away_conf,away_is_host,away_elo_max,away_elo_avg,away_elo_min,away_wins,away_losses,away_draws,away_goals_for,away_goals_against,away_matches_total,elo_diff,rank_diff,goal_diff,home_win_rate,away_win_rate,home_goals_per_match,away_goals_per_match
WC-1962,quarter-finals,not applicable,0,1,1962-06-10,Brazil,England,3,1,2,-2,0,0,0-0,0,0,2,1,0,0,1962,2195,1,CONMEBOL,0,2195,1939,1805,141,55,37,570,308,233,1942,6,UEFA,0,2213,1994,1810,277,92,75,1402,576,444,253,-5,2,0.6051502145922747,0.6238738738738738,2.4463519313304722,3.1576576576576576
WC-1966,group stage,Group 1,1,0,1966-07-11,England,Uruguay,0,0,0,0,0,0,0-0,0,0,1,0,0,1,1966,2091,1,UEFA,0,2213,1993,1810,307,98,85,1513,628,490,1846,12,CONMEBOL,0,2104,1919,1718,173,139,72,724,588,384,245,-11,0,0.6265306122448979,0.4505208333333333,3.0877551020408163,1.8854166666666667
WC-1966,group stage,Group 1,1,0,1966-07-13,France,Mexico,1,1,0,0,0,0,0-0,0,0,1,0,0,1,1966,1740,27,UEFA,0,1965,1662,1514,111,153,49,583,747,313,1843,13,CONCACAF,1,1904,1731,1498,65,34,20,285,174,119,-103,14,0,0.3546325878594249,0.5462184873949579,1.8626198083067094,2.3949579831932772
WC-1966,group stage,Group 2,1,0,1966-07-13,Argentina,Spain,2,1,1,-1,0,0,0-0,0,0,2,1,0,0,1966,1984,3,CONMEBOL,0,2159,2015,1855,236,93,89,912,500,418,1867,10,UEFA,0,2036,1926,1805,85,41,36,354,213,162,117,-7,1,0.5645933014354066,0.5246913580246914,2.1818181818181817,2.185185185185185
WC-1966,group stage,Group 1,1,0,1966-07-15,Uruguay,France,2,1,1,-1,0,0,0-0,0,0,2,1,0,0,1966,1846,12,CONMEBOL,0,2104,1919,1718,173,139,72,724,588,384,1740,27,UEFA,0,1965,1662,1514,111,153,49,583,747,313,106,-15,1,0.4505208333333333,0.3546325878594249,1.8854166666666667,1.8626198083067094
WC-1966,group stage,Group 2,1,0,1966-07-15,Spain,Switzerland,2,1,1,-1,0,0,0-0,0,0,2,1,0,0,1966,1867,10,UEFA,0,2036,1926,1805,85,41,36,354,213,162,1605,45,UEFA,0,1803,1630,1485,92,186,54,535,827,332,262,-35,1,0.5246913580246914,0.27710843373493976,2.185185185185185,1.6114457831325302
WC-1966,group stage,Group 1,1,0,1966-07-16,England,Mexico,2,0,2,-2,0,0,0-0,0,0,2,1,0,0,1966,2091,1,UEFA,0,2213,1993,1810,307,98,85,1513,628,490,1843,13,CONCACAF,1,1904,1731,1498,65,34,20,285,174,119,248,-12,2,0.6265306122448979,0.5462184873949579,3.0877551020408163,2.3949579831932772
WC-1966,group stage,Group 1,1,0,1966-07-19,Mexico,Uruguay,0,0,0,0,0,0,0-0,0,0,1,0,0,1,1966,1843,13,CONCACAF,1,1904,1731,1498,65,34,20,285,174,119,1846,12,CONMEBOL,0,2104,1919,1718,173,139,72,724,588,384,-3,1,0,0.5462184873949579,0.4505208333333333,2.3949579831932772,1.8854166666666667
WC-1966,group stage,Group 2,1,0,1966-07-19,Argentina,Switzerland,2,0,2,-2,0,0,0-0,0,0,2,1,0,0,1966,1984,3,CONMEBOL,0,2159,2015,1855,236,93,89,912,500,418,1605,45,UEFA,0,1803,1630,1485,92,186,54,535,827,332,379,-42,2,0.5645933014354066,0.27710843373493976,2.1818181818181817,1.6114457831325302
WC-1966,group stage,Group 3,1,0,1966-07-19,Portugal,Brazil,3,1,2,-2,0,0,0-0,0,0,2,1,0,0,1966,1983,4,UEFA,0,2018,1684,1624,48,71,22,215,282,141,1919,8,CONMEBOL,0,2195,1941,1805,168,67,46,671,372,281,64,-4,2,0.3404255319148936,0.597864768683274,1.524822695035461,2.3879003558718863
